year,month,count,type,short_year
2565,4,11.0,positive,65
2565,5,10.0,positive,65
2565,6,8.0,positive,65
2565,7,11.0,positive,65
2565,8,8.0,positive,65
2565,9,6.0,positive,65
2565,10,9.0,positive,65
2554,7,-11.0,negative,54
2554,8,-7.0,negative,54
2554,9,-2.0,negative,54
2554,10,-4.0,negative,54
2554,11,-7.0,negative,54
2554,12,-8.0,negative,54
2555,1,-8.0,negative,55
2555,2,-1.0,negative,55
2555,3,-10.0,negative,55
2555,4,-4.0,negative,55
2555,5,-7.0,negative,55
2555,6,-9.0,negative,55
2555,7,-3.0,negative,55
2555,8,-1.0,negative,55
2555,9,-2.0,negative,55
2555,10,-4.0,negative,55
2555,11,-2.0,negative,55
2555,12,-5.0,negative,55
2556,1,-4.0,negative,56
2556,2,-3.0,negative,56
2556,3,-2.0,negative,56
2556,4,-2.0,negative,56
2556,5,-5.0,negative,56
2556,6,-3.0,negative,56
2556,7,-4.0,negative,56
2556,8,-2.0,negative,56
2556,9,-3.0,negative,56
2556,10,-9.0,negative,56
2556,11,-6.0,negative,56
2556,12,-7.0,negative,56
2557,1,-4.0,negative,57
2557,2,-5.0,negative,57
2557,3,-14.0,negative,57
2557,4,-4.0,negative,57
2557,5,-1.0,negative,57
2557,6,-1.0,negative,57
2557,7,-2.0,negative,57
2557,8,-2.0,negative,57
2557,9,-2.0,negative,57
2557,10,-4.0,negative,57
2557,11,-2.0,negative,57
2557,12,-2.0,negative,57
2558,1,-1.0,negative,58
2558,2,-3.0,negative,58
2558,3,-1.0,negative,58
2558,5,-1.0,negative,58
2558,7,-2.0,negative,58
2558,8,-4.0,negative,58
2558,9,-3.0,negative,58
2558,10,-3.0,negative,58
2558,11,-5.0,negative,58
2558,12,-7.0,negative,58
2559,1,-6.0,negative,59
2559,2,-1.0,negative,59
2559,3,-4.0,negative,59
2559,4,-4.0,negative,59
2559,5,-1.0,negative,59
2559,6,-3.0,negative,59
2559,7,-3.0,negative,59
2559,8,-2.0,negative,59
2559,9,-1.0,negative,59
2559,10,-1.0,negative,59
2559,12,-1.0,negative,59
2560,1,-1.0,negative,60
2560,2,-1.0,negative,60
2560,4,-1.0,negative,60
2560,6,-2.0,negative,60
2560,7,-1.0,negative,60
2560,8,-1.0,negative,60
2560,10,-1.0,negative,60
2560,11,-1.0,negative,60
2560,12,-4.0,negative,60
2561,1,-3.0,negative,61
2561,3,-1.0,negative,61
2561,4,-1.0,negative,61
2561,5,-1.0,negative,61
2561,6,-3.0,negative,61
2561,7,-1.0,negative,61
2561,9,-3.0,negative,61
2561,11,-4.0,negative,61
2561,12,-4.0,negative,61
2562,1,-1.0,negative,62
2562,2,-2.0,negative,62
2562,3,-10.0,negative,62
2562,4,-6.0,negative,62
2562,5,-12.0,negative,62
2562,6,-5.0,negative,62
2562,7,-3.0,negative,62
2562,9,-3.0,negative,62
2562,10,-2.0,negative,62
2562,12,-1.0,negative,62
2563,1,-2.0,negative,63
2563,2,-12.0,negative,63
2563,3,-2.0,negative,63
2563,4,-2.0,negative,63
2563,6,-2.0,negative,63
2563,7,-4.0,negative,63
2563,8,-7.0,negative,63
2563,9,-9.0,negative,63
2563,10,-5.0,negative,63
2563,11,-1.0,negative,63
2563,12,-2.0,negative,63
2564,1,-2.0,negative,64
2564,2,-7.0,negative,64
2564,3,-1.0,negative,64
2564,4,-3.0,negative,64
2564,5,-3.0,negative,64
2564,6,-4.0,negative,64
2564,7,-5.0,negative,64
2564,8,-6.0,negative,64
2564,9,-5.0,negative,64
2564,10,-1.0,negative,64
2564,11,-7.0,negative,64
2564,12,-2.0,negative,64
2565,1,-9.0,negative,65
2565,2,-4.0,negative,65
2565,3,-6.0,negative,65
2565,4,-3.0,negative,65
2565,5,-1.0,negative,65
2565,6,-4.0,negative,65
2565,7,-11.0,negative,65
2565,8,-10.0,negative,65
2565,9,-5.0,negative,65
2565,10,-4.0,negative,65
