year,month,count,type,short_year
2558,11,-7.0,negative,58
2558,12,-9.0,negative,58
2559,1,-7.0,negative,59
2559,2,-2.0,negative,59
2559,3,-7.0,negative,59
2559,4,-5.0,negative,59
2559,5,-2.0,negative,59
2559,6,-5.0,negative,59
2559,7,-9.0,negative,59
2559,8,-5.0,negative,59
2559,9,-3.0,negative,59
2559,10,-1.0,negative,59
2559,11,-2.0,negative,59
2559,12,-3.0,negative,59
2560,1,-3.0,negative,60
2560,2,-5.0,negative,60
2560,3,-1.0,negative,60
2560,4,-4.0,negative,60
2560,5,-1.0,negative,60
2560,6,-8.0,negative,60
2560,7,-5.0,negative,60
2560,8,-4.0,negative,60
2560,9,-6.0,negative,60
2560,10,-4.0,negative,60
2560,11,-5.0,negative,60
2560,12,-12.0,negative,60
2561,1,-11.0,negative,61
2561,2,-5.0,negative,61
2561,3,-7.0,negative,61
2561,4,-10.0,negative,61
2561,5,-6.0,negative,61
2561,6,-6.0,negative,61
2561,7,-3.0,negative,61
2561,8,-3.0,negative,61
2561,9,-6.0,negative,61
2561,10,-5.0,negative,61
2561,11,-20.0,negative,61
2561,12,-16.0,negative,61
2562,1,-9.0,negative,62
2562,2,-17.0,negative,62
2562,3,-24.0,negative,62
2562,4,-13.0,negative,62
2562,5,-36.0,negative,62
2562,6,-17.0,negative,62
2562,7,-9.0,negative,62
2562,8,-3.0,negative,62
2562,9,-14.0,negative,62
2562,10,-12.0,negative,62
2562,11,-10.0,negative,62
2562,12,-12.0,negative,62
2563,1,-14.0,negative,63
2563,2,-26.0,negative,63
2563,3,-12.0,negative,63
2563,4,-5.0,negative,63
2563,5,-13.0,negative,63
2563,6,-17.0,negative,63
2563,7,-19.0,negative,63
2563,8,-25.0,negative,63
2563,9,-26.0,negative,63
2563,10,-15.0,negative,63
2563,11,-11.0,negative,63
2563,12,-8.0,negative,63
2564,1,-8.0,negative,64
2564,2,-27.0,negative,64
2564,3,-15.0,negative,64
2564,4,-19.0,negative,64
2564,5,-8.0,negative,64
2564,6,-11.0,negative,64
2564,7,-11.0,negative,64
2564,8,-17.0,negative,64
2564,9,-14.0,negative,64
2564,10,-6.0,negative,64
2564,11,-15.0,negative,64
2564,12,-9.0,negative,64
2565,1,-18.0,negative,65
2565,2,-21.0,negative,65
2565,3,-18.0,negative,65
2565,4,-9.0,negative,65
2565,5,-7.0,negative,65
2565,6,-20.0,negative,65
2565,7,-37.0,negative,65
2565,8,-23.0,negative,65
2565,9,-18.0,negative,65
2565,10,-12.0,negative,65
