year,month,count,type,short_year
2563,6,-1.0,negative,63
2563,8,-3.0,negative,63
2563,9,-4.0,negative,63
2563,12,-1.0,negative,63
2564,1,-2.0,negative,64
2564,2,-2.0,negative,64
2564,4,-2.0,negative,64
2564,6,-2.0,negative,64
2564,8,-1.0,negative,64
2564,12,-1.0,negative,64
2565,3,-1.0,negative,65
2565,6,-2.0,negative,65
2565,7,-1.0,negative,65
2565,9,-3.0,negative,65
2565,10,-3.0,negative,65
